brgyDesc,muncity,province,region,zipCode
San Gabriel,Maydolong,Eastern Samar,REGION VIII (Eastern Visayas),6802
Tagaslian,Maydolong,Eastern Samar,REGION VIII (Eastern Visayas),6802
Anuron,Mercedes,Eastern Samar,REGION VIII (Eastern Visayas),6808
Banuyo,Mercedes,Eastern Samar,REGION VIII (Eastern Visayas),6808
Bobon,Mercedes,Eastern Samar,REGION VIII (Eastern Visayas),6808
Busay,Mercedes,Eastern Samar,REGION VIII (Eastern Visayas),6808
Buyayawon,Mercedes,Eastern Samar,REGION VIII (Eastern Visayas),6808
Cabunga-an,Mercedes,Eastern Samar,REGION VIII (Eastern Visayas),6808
Cambante,Mercedes,Eastern Samar,REGION VIII (Eastern Visayas),6808
Barangay 1 Poblacion,Mercedes,Eastern Samar,REGION VIII (Eastern Visayas),6808
Barangay 2 Poblacion,Mercedes,Eastern Samar,REGION VIII (Eastern Visayas),6808
Barangay 3 Poblacion,Mercedes,Eastern Samar,REGION VIII (Eastern Visayas),6808
San Jose,Mercedes,Eastern Samar,REGION VIII (Eastern Visayas),6808
Sung-an,Mercedes,Eastern Samar,REGION VIII (Eastern Visayas),6808
Palamrag (Cabiliri-an),Mercedes,Eastern Samar,REGION VIII (Eastern Visayas),6808
Barangay 4 Poblacion,Mercedes,Eastern Samar,REGION VIII (Eastern Visayas),6808
Port Kennedy,Mercedes,Eastern Samar,REGION VIII (Eastern Visayas),6808
San Roque,Mercedes,Eastern Samar,REGION VIII (Eastern Visayas),6808
Agsam,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Bagacay,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Balingasag,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Balocawe (Pob.),Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Bantayan,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Batang,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Bato,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Binalayan,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Buntay,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Burak,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Butnga (Pob.),Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Cadian,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Cagdine,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Cagpile,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Cagtoog,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Camanga (Pob.),Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Dalid,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Dao,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Factoria,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Gamot,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Iwayan,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Japay,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Kalaw,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Mabuhay,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Malingon,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Minap-os,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Nadacpan,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Naga,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Pangudtan,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Paypayon (Pob.),Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Riverside (Pob.),Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Rizal,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Sabang,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
San Eduardo,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Santa Monica,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Saugan,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Saurong,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Tawagan (Pob.),Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Tiguib (Pob.),Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Trinidad (Maycorot),Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Alang-alang,Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
San Roque (Pob.),Oras,Eastern Samar,REGION VIII (Eastern Visayas),6818
Anislag,Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Bagte,Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Barangay No. 1 (Pob.),Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Barangay No. 2 (Pob.),Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Barangay No. 3 (Pob.),Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Barangay No. 4 (Pob.),Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Barangay No. 5 (Pob.),Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Buenavista,Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Caculangan,Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Cagdaja,Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Cambilla,Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Cantenio,Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Naga,Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Paco,Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Rizal (Pana-ugan),Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
San Pedro,Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
San Vicente,Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Santa Cruz (Loro Diyo),Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Santa Margarita,Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Santo Ni̱o,Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Palactad (Valley),Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Alang-alang,Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Barangay No. 6 (Pob.),Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Barangay No. 7 (Pob.),Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
San Isidro,Quinapondan,Eastern Samar,REGION VIII (Eastern Visayas),6810
Abejao,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Alog,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Asgad,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Bagtong,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Balud,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Barangay 1 (Pob.),Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Barangay 13 (Pob.),Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Barangay 2 (Pob.),Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Barangay 3 (Pob.),Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Barangay 4 (Pob.),Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Barangay 5 (Pob.),Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Barangay 6 (Pob.),Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Barangay 7 (Pob.),Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Barangay 8 (Pob.),Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Barangay 9 (Pob.),Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Barangay 10 (Pob.),Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Barangay 11 (Pob.),Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Barangay 12 (Pob.),Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Buabua,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Burak,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Butig,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Cagaut,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Camanga,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Cantomoja,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Carapdapan,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Caridad,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Casili-on,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Iberan,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Jagnaya,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Lusod,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Malbog,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Maliwaliw,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Matarinao,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Naparaan,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Seguinon,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
San Roque (Bugay),Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Santa Cruz,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Tacla-on,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Tagbacan,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Palanas,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Talangdawan,Salcedo,Eastern Samar,REGION VIII (Eastern Visayas),6807
Bunacan,San Julian,Eastern Samar,REGION VIII (Eastern Visayas),6814
Campidhan,San Julian,Eastern Samar,REGION VIII (Eastern Visayas),6814
Casoroy,San Julian,Eastern Samar,REGION VIII (Eastern Visayas),6814
Libas,San Julian,Eastern Samar,REGION VIII (Eastern Visayas),6814
Nena (Luna),San Julian,Eastern Samar,REGION VIII (Eastern Visayas),6814
Pagbabangnan,San Julian,Eastern Samar,REGION VIII (Eastern Visayas),6814
Barangay No. 1 Poblacion,San Julian,Eastern Samar,REGION VIII (Eastern Visayas),6814
Barangay No. 2 Poblacion,San Julian,Eastern Samar,REGION VIII (Eastern Visayas),6814
Barangay No. 3 Poblacion,San Julian,Eastern Samar,REGION VIII (Eastern Visayas),6814
Barangay No. 4 Poblacion,San Julian,Eastern Samar,REGION VIII (Eastern Visayas),6814
Barangay No. 5 Poblacion,San Julian,Eastern Samar,REGION VIII (Eastern Visayas),6814
Barangay No. 6 Poblacion,San Julian,Eastern Samar,REGION VIII (Eastern Visayas),6814
Putong,San Julian,Eastern Samar,REGION VIII (Eastern Visayas),6814
San Isidro,San Julian,Eastern Samar,REGION VIII (Eastern Visayas),6814
San Miguel,San Julian,Eastern Samar,REGION VIII (Eastern Visayas),6814
Lunang,San Julian,Eastern Samar,REGION VIII (Eastern Visayas),6814
Alugan,San Policarpo,Eastern Samar,REGION VIII (Eastern Visayas),6821
Bahay,San Policarpo,Eastern Samar,REGION VIII (Eastern Visayas),6821
Bangon,San Policarpo,Eastern Samar,REGION VIII (Eastern Visayas),6821
Baras (Lipata),San Policarpo,Eastern Samar,REGION VIII (Eastern Visayas),6821
Binogawan,San Policarpo,Eastern Samar,REGION VIII (Eastern Visayas),6821
Cajagwayan,San Policarpo,Eastern Samar,REGION VIII (Eastern Visayas),6821
Japunan,San Policarpo,Eastern Samar,REGION VIII (Eastern Visayas),6821
Natividad,San Policarpo,Eastern Samar,REGION VIII (Eastern Visayas),6821
Pangpang,San Policarpo,Eastern Samar,REGION VIII (Eastern Visayas),6821
Barangay No. 1 (Pob.),San Policarpo,Eastern Samar,REGION VIII (Eastern Visayas),6821
Barangay No. 2 (Pob.),San Policarpo,Eastern Samar,REGION VIII (Eastern Visayas),6821
Barangay No. 3 (Pob.),San Policarpo,Eastern Samar,REGION VIII (Eastern Visayas),6821
Barangay No. 4 (Pob.),San Policarpo,Eastern Samar,REGION VIII (Eastern Visayas),6821
Barangay No. 5 (Pob.),San Policarpo,Eastern Samar,REGION VIII (Eastern Visayas),6821
Santa Cruz,San Policarpo,Eastern Samar,REGION VIII (Eastern Visayas),6821
Tabo,San Policarpo,Eastern Samar,REGION VIII (Eastern Visayas),6821
Tan-awan,San Policarpo,Eastern Samar,REGION VIII (Eastern Visayas),6821
A-et,Sulat,Eastern Samar,REGION VIII (Eastern Visayas),6815
Baybay (Pob.),Sulat,Eastern Samar,REGION VIII (Eastern Visayas),6815
Kandalakit,Sulat,Eastern Samar,REGION VIII (Eastern Visayas),6815
Del Remedio,Sulat,Eastern Samar,REGION VIII (Eastern Visayas),6815
Loyola Heights (Pob.),Sulat,Eastern Samar,REGION VIII (Eastern Visayas),6815
Mabini,Sulat,Eastern Samar,REGION VIII (Eastern Visayas),6815
Maglipay (Pob.),Sulat,Eastern Samar,REGION VIII (Eastern Visayas),6815
Maramara (Pob.),Sulat,Eastern Samar,REGION VIII (Eastern Visayas),6815
Riverside (Pob.),Sulat,Eastern Samar,REGION VIII (Eastern Visayas),6815
San Francisco,Sulat,Eastern Samar,REGION VIII (Eastern Visayas),6815
San Isidro,Sulat,Eastern Samar,REGION VIII (Eastern Visayas),6815
San Juan,Sulat,Eastern Samar,REGION VIII (Eastern Visayas),6815
San Mateo,Sulat,Eastern Samar,REGION VIII (Eastern Visayas),6815
San Vicente,Sulat,Eastern Samar,REGION VIII (Eastern Visayas),6815
Santo Ni̱o,Sulat,Eastern Samar,REGION VIII (Eastern Visayas),6815
Santo Tomas,Sulat,Eastern Samar,REGION VIII (Eastern Visayas),6815
Tabi (Pob.),Sulat,Eastern Samar,REGION VIII (Eastern Visayas),6815
Abucay (Pob.),Sulat,Eastern Samar,REGION VIII (Eastern Visayas),6815
Batiawan,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
Beto,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
Binaloan,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
Bongdo,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
Dacul,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
Danao,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
Del Remedios,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
Gayam,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
Lomatud (Burak),Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
Mabuhay,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
Malinao,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
Mantang,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
Nato,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
Pangabutan,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
Poblacion Barangay 1,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
Poblacion Barangay 2,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
Poblacion Barangay 3,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
Poblacion Barangay 4,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
Poblacion Barangay 5,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
Poblacion Barangay 6,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
Polangi,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
San Luis,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
San Pablo,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
San Rafael,Taft,Eastern Samar,REGION VIII (Eastern Visayas),6816
Alangilan,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Anibongan,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Buaya,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Bagacay,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Bahay,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Balinsasayao,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Balocawe,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Balocawehay,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Barayong,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Bayabas,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Bito (Pob.),Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Buenavista,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Bulak,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Bunga,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Buntay (Pob.),Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Burubud-an,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Cagbolo,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Can-uguib (Pob.),Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Can-aporong,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Canmarating,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Capilian,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Cadac-an,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Combis,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Dingle,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Guintagbucan (Pob.),Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Hampipila,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Katipunan,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Kikilo,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Laray,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Lawa-an,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Libertad,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Loyonsawang (Pob.),Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Mahagna (New Cagbolo),Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Mag-atubang,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Mahayahay,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Maitum,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Malaguicay,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Matagnao,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Nalibunan (Pob.),Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Nebga,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Odiongan,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Pagsang-an,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Paguite,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Parasanon,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Picas Sur,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Pilar,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Pinamanagan,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Salvacion,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
San Francisco,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
San Isidro,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
San Roque,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Santa Fe (Pob.),Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Santa Lucia (Pob.),Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Santo Ni̱o (Pob.),Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Tabigue,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Tadoc,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
New Taligue,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Old Taligue,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Tib-o,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Tinalian,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Tinocolan,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Tuy-a,Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Victory (Pob.),Abuyog,Leyte,REGION VIII (Eastern Visayas),6510
Aslum,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Astorga (Burabod),Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Bato,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Binongto-an,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Binotong,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Bobonon,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Borseth,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Buenavista,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Bugho,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Buri,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Cabadsan,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Calaasan,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Cambahanon,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Cambolao,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Canvertudes,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Capiz,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Cavite,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Cogon,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Dapdap,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Divisoria,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Ekiran,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Hinapolan,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Hubang,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Hupit,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Langit,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Lingayon,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Lourdes,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Lukay,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Magsaysay,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Mudboron,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
P. Barrantes,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Pe̱alosa,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Pepita,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
Salvacion Poblacion,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
San Antonio,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
San Diego,Alangalang,Leyte,REGION VIII (Eastern Visayas),6517
